vehicle_id,global_time,local_x,local_y,v_vel,v_acc,v_length,v_width,lane_id,preceding,space_headway,time_headway,location
9,1118847866000,4.777,127.699,0.0,0.0,13.0,5.9,1,5,21.48,9999.99,us-101
9,1118847866100,4.777,127.699,0.0,0.0,13.0,5.9,1,5,21.48,9999.99,us-101
9,1118847866200,4.777,127.699,0.0,0.0,13.0,5.9,1,5,21.48,9999.99,us-101
9,1118847866300,4.777,127.699,0.0,0.0,13.0,5.9,1,5,21.48,9999.99,us-101
9,1118847866400,4.777,127.699,0.0,0.0,13.0,5.9,1,5,21.48,9999.99,us-101
9,1118847866500,4.777,127.699,0.0,0.0,13.0,5.9,1,5,21.48,9999.99,us-101
9,1118847866600,4.777,127.699,0.0,0.0,13.0,5.9,1,5,21.48,9999.99,us-101
9,1118847866700,4.777,127.699,0.0,0.0,13.0,5.9,1,5,21.55,9999.99,us-101
9,1118847866800,4.777,127.699,0.0,0.0,13.0,5.9,1,5,21.78,9999.99,us-101
9,1118847866900,4.777,127.699,0.0,0.0,13.0,5.9,1,5,22.06,9999.99,us-101
9,1118847867000,4.777,127.699,0.0,0.0,13.0,5.9,1,5,22.31,9999.99,us-101
9,1118847867100,4.777,127.699,0.0,0.0,13.0,5.9,1,5,22.57,9999.99,us-101
9,1118847867200,4.777,127.699,0.0,0.0,13.0,5.9,1,5,23.04,9999.99,us-101
9,1118847867300,4.777,127.699,0.0,0.0,13.0,5.9,1,5,23.65,9999.99,us-101
9,1118847867400,4.777,127.699,0.0,0.0,13.0,5.9,1,5,24.43,9999.99,us-101
9,1118847867500,4.771,127.699,0.0,0.0,13.0,5.9,1,5,25.4,9999.99,us-101
9,1118847867600,4.777,127.699,0.0,0.0,13.0,5.9,1,5,26.43,9999.99,us-101
9,1118847867700,4.778,127.703,1.18,10.35,13.0,5.9,1,5,27.41,23.23,us-101
9,1118847867800,4.791,127.879,2.35,11.2,13.0,5.9,1,5,28.23,12.01,us-101
9,1118847867900,4.827,128.175,3.63,11.2,13.0,5.9,1,5,28.99,7.98,us-101
9,1118847868000,4.888,128.618,4.62,7.41,13.0,5.9,1,5,29.71,6.43,us-101
9,1118847868100,4.88,129.152,5.13,2.39,13.0,5.9,1,5,30.45,5.94,us-101
9,1118847868200,4.877,129.696,5.28,-0.07,13.0,5.9,1,5,31.24,5.92,us-101
9,1118847868300,4.875,130.226,5.27,-0.3,13.0,5.9,1,5,32.05,6.08,us-101
9,1118847868400,4.872,130.749,5.25,0.0,13.0,5.9,1,5,32.92,6.27,us-101
9,1118847868500,4.869,131.279,5.2,-0.75,13.0,5.9,1,5,33.83,6.51,us-101
9,1118847868600,4.866,131.799,5.1,-1.37,13.0,5.9,1,5,34.8,6.82,us-101
9,1118847868700,4.864,132.298,5.02,-0.64,13.0,5.9,1,5,35.8,7.13,us-101
9,1118847868800,4.866,132.79,5.03,0.67,13.0,5.9,1,5,36.88,7.33,us-101
9,1118847868900,4.872,133.29,5.1,1.37,13.0,5.9,1,5,38.11,7.47,us-101
9,1118847869000,4.879,133.81,5.21,0.72,13.0,5.9,1,5,39.47,7.58,us-101
9,1118847869100,4.885,134.34,5.25,0.0,13.0,5.9,1,5,40.96,7.8,us-101
9,1118847869200,4.891,134.865,5.25,0.0,13.0,5.9,1,5,42.59,8.11,us-101
9,1118847869300,4.897,135.393,5.22,-0.45,13.0,5.9,1,5,44.37,8.5,us-101
9,1118847869400,4.904,135.905,5.25,0.65,13.0,5.9,1,5,46.25,8.81,us-101
9,1118847869500,4.911,136.399,5.64,6.02,13.0,5.9,1,5,48.23,8.55,us-101
9,1118847869600,4.896,136.976,6.67,11.2,13.0,5.9,1,5,50.15,7.52,us-101
9,1118847869700,4.894,137.745,8.39,11.2,13.0,5.9,1,5,51.82,6.18,us-101
9,1118847869800,4.945,138.701,10.62,11.2,13.0,5.9,1,5,53.21,5.01,us-101
9,1118847869900,5.02,139.869,12.84,11.2,13.0,5.9,1,5,54.32,4.23,us-101
9,1118847870000,5.147,141.223,14.57,11.2,13.0,5.9,1,5,55.22,3.79,us-101
9,1118847870100,5.288,142.77,15.59,6.01,13.0,5.9,1,5,55.94,3.59,us-101
9,1118847870200,5.407,144.399,15.99,0.64,13.0,5.9,1,5,56.58,3.54,us-101
9,1118847870300,5.527,146.011,16.01,-0.44,13.0,5.9,1,5,57.23,3.57,us-101
9,1118847870400,5.647,147.606,15.99,0.0,13.0,5.9,1,5,57.89,3.62,us-101
9,1118847870500,5.766,149.205,15.99,0.0,13.0,5.9,1,5,58.53,3.66,us-101
9,1118847870600,5.886,150.804,15.99,0.0,13.0,5.9,1,5,59.18,3.7,us-101
9,1118847870700,6.005,152.403,15.99,-0.02,13.0,5.9,1,5,59.85,3.74,us-101
9,1118847870800,6.124,154.001,15.98,0.0,13.0,5.9,1,5,60.52,3.79,us-101
9,1118847870900,6.244,155.599,15.99,0.02,13.0,5.9,1,5,61.2,3.83,us-101
9,1118847871000,6.363,157.198,15.99,0.02,13.0,5.9,1,5,61.87,3.87,us-101
9,1118847871100,6.483,158.797,15.99,0.0,13.0,5.9,1,5,62.54,3.91,us-101
9,1118847871200,6.602,160.396,15.99,0.0,13.0,5.9,1,5,63.21,3.95,us-101
9,1118847871300,6.722,161.997,15.97,-0.28,13.0,5.9,1,5,63.88,4.0,us-101
9,1118847871400,6.841,163.59,15.96,0.03,13.0,5.9,1,5,64.55,4.04,us-101
9,1118847871500,6.96,165.17,16.12,2.54,13.0,5.9,1,5,65.24,4.05,us-101
9,1118847871600,7.086,166.765,16.63,7.27,13.0,5.9,1,5,65.92,3.96,us-101
9,1118847871700,7.136,168.443,17.59,11.2,13.0,5.9,1,5,66.51,3.78,us-101
9,1118847871800,7.18,170.27,18.87,11.2,13.0,5.9,1,5,66.95,3.55,us-101
9,1118847871900,7.232,172.217,20.15,11.2,13.0,5.9,1,5,67.28,3.34,us-101
9,1118847872000,7.278,174.313,21.11,7.28,13.0,5.9,1,5,67.45,3.2,us-101
9,1118847872100,7.248,176.493,21.62,2.54,13.0,5.9,1,5,67.54,3.12,us-101
9,1118847872200,7.224,178.686,21.78,0.03,13.0,5.9,1,5,67.62,3.1,us-101
9,1118847872300,7.201,180.867,21.77,-0.27,13.0,5.9,1,5,67.71,3.11,us-101
9,1118847872400,7.177,183.041,21.75,0.0,13.0,5.9,1,5,67.8,3.12,us-101
9,1118847872500,7.154,185.216,21.75,0.0,13.0,5.9,1,5,67.9,3.12,us-101
9,1118847872600,7.131,187.391,21.75,0.0,13.0,5.9,1,5,67.99,3.13,us-101
9,1118847872700,7.108,189.567,21.75,0.0,13.0,5.9,1,5,68.09,3.13,us-101
9,1118847872800,7.083,191.742,21.75,0.0,13.0,5.9,1,5,68.18,3.13,us-101
9,1118847872900,7.06,193.917,21.76,0.0,13.0,5.9,1,5,68.28,3.14,us-101
9,1118847873000,7.037,196.093,21.76,0.0,13.0,5.9,1,5,68.37,3.14,us-101
9,1118847873100,7.013,198.269,21.76,0.0,13.0,5.9,1,5,68.46,3.15,us-101
9,1118847873200,6.99,200.444,21.75,0.0,13.0,5.9,1,5,68.57,3.15,us-101
9,1118847873300,6.966,202.625,21.7,-0.79,13.0,5.9,1,5,68.65,3.16,us-101
9,1118847873400,6.942,204.795,21.59,-1.5,13.0,5.9,1,5,68.7,3.18,us-101
9,1118847873500,6.919,206.944,21.5,-0.93,13.0,5.9,1,5,68.76,3.2,us-101
9,1118847873600,6.922,209.085,21.44,-0.13,13.0,5.9,1,5,68.84,3.21,us-101
9,1118847873700,6.929,211.226,21.39,-0.21,13.0,5.9,1,5,68.96,3.22,us-101
9,1118847873800,6.9,213.371,21.32,-1.39,13.0,5.9,1,5,69.09,3.24,us-101
9,1118847873900,6.825,215.5,21.18,-1.78,13.0,5.9,1,5,69.23,3.27,us-101
9,1118847874000,6.713,217.603,21.05,-0.86,13.0,5.9,1,5,69.4,3.3,us-101
9,1118847874100,6.594,219.699,20.99,-0.16,13.0,5.9,1,5,69.57,3.31,us-101
9,1118847874200,6.483,221.795,20.98,0.07,13.0,5.9,1,5,69.75,3.32,us-101
9,1118847874300,6.372,223.894,20.99,0.03,13.0,5.9,1,5,69.92,3.33,us-101
9,1118847874400,6.26,225.993,20.99,0.0,13.0,5.9,1,5,70.09,3.34,us-101
9,1118847874500,6.149,228.091,20.99,0.0,13.0,5.9,1,5,70.26,3.35,us-101
9,1118847874600,6.037,230.19,20.99,0.0,13.0,5.9,1,5,70.43,3.36,us-101
9,1118847874700,5.926,232.289,20.99,0.0,13.0,5.9,1,5,70.6,3.36,us-101
9,1118847874800,5.814,234.389,20.99,0.0,13.0,5.9,1,5,70.77,3.37,us-101
9,1118847874900,5.702,236.488,20.99,-0.02,13.0,5.9,1,5,70.94,3.38,us-101
9,1118847875000,5.591,238.586,20.99,0.0,13.0,5.9,1,5,71.11,3.39,us-101
9,1118847875100,5.48,240.685,20.99,0.0,13.0,5.9,1,5,71.28,3.4,us-101
9,1118847875200,5.368,242.784,20.99,0.0,13.0,5.9,1,5,71.45,3.4,us-101
9,1118847875300,5.257,244.883,20.99,0.0,13.0,5.9,1,5,71.62,3.41,us-101
9,1118847875400,5.146,246.979,21.01,0.37,13.0,5.9,1,5,71.8,3.42,us-101
9,1118847875500,5.034,249.088,21.01,-0.31,13.0,5.9,1,5,71.97,3.43,us-101
9,1118847875600,4.922,251.21,20.75,-4.01,13.0,5.9,1,5,72.12,3.48,us-101
9,1118847875700,4.829,253.296,20.09,-8.99,13.0,5.9,1,5,72.26,3.6,us-101
9,1118847875800,4.767,255.277,19.13,-11.2,13.0,5.9,1,5,72.46,3.79,us-101
9,1118847875900,4.64,257.119,18.18,-8.48,13.0,5.9,1,5,72.74,4.0,us-101
9,1118847876000,4.536,258.849,17.69,-1.66,13.0,5.9,1,5,72.78,4.11,us-101
9,1118847876100,4.548,260.576,17.73,3.21,13.0,5.9,1,5,72.41,4.08,us-101
9,1118847876200,4.599,262.359,18.01,3.58,13.0,5.9,1,5,71.53,3.97,us-101
9,1118847876300,4.655,264.192,18.25,1.22,13.0,5.9,1,5,70.17,3.84,us-101
9,1118847876400,4.702,266.035,18.33,-0.27,13.0,5.9,1,5,68.39,3.73,us-101
9,1118847876500,4.751,267.857,18.4,1.38,13.0,5.9,1,5,66.57,3.62,us-101
9,1118847876600,4.799,269.696,18.59,2.62,13.0,5.9,1,5,65.06,3.5,us-101
9,1118847876700,4.835,271.567,18.81,2.37,13.0,5.9,1,5,63.93,3.4,us-101
9,1118847876800,4.899,273.459,19.09,2.7,13.0,5.9,1,5,63.15,3.31,us-101
9,1118847876900,5.01,275.381,19.39,3.06,13.0,5.9,1,5,62.71,3.23,us-101
9,1118847877000,5.14,277.334,19.65,2.94,13.0,5.9,1,5,62.6,3.19,us-101
9,1118847877100,5.271,279.324,19.87,1.38,13.0,5.9,1,5,62.4,3.14,us-101
9,1118847877200,5.402,281.329,19.96,0.0,13.0,5.9,1,5,62.17,3.11,us-101
9,1118847877300,5.533,283.324,19.96,0.0,13.0,5.9,1,5,61.96,3.1,us-101
9,1118847877400,5.662,285.32,19.96,0.0,13.0,5.9,1,5,61.75,3.09,us-101
9,1118847877500,5.793,287.316,19.96,0.0,13.0,5.9,1,5,61.54,3.08,us-101
9,1118847877600,5.924,289.312,19.96,0.0,13.0,5.9,1,5,61.35,3.07,us-101
9,1118847877700,6.054,291.307,19.96,0.0,13.0,5.9,1,5,61.14,3.06,us-101
9,1118847877800,6.185,293.303,19.96,0.03,13.0,5.9,1,5,60.78,3.04,us-101
9,1118847877900,6.316,295.299,19.96,0.06,13.0,5.9,1,5,60.26,3.02,us-101
9,1118847878000,6.447,297.297,19.96,-0.14,13.0,5.9,1,5,59.59,2.99,us-101
9,1118847878100,6.583,299.296,19.91,-0.75,13.0,5.9,1,5,58.76,2.95,us-101
9,1118847878200,6.714,301.288,19.79,-1.53,13.0,5.9,1,5,57.75,2.92,us-101
9,1118847878300,6.81,303.263,19.63,-1.92,13.0,5.9,1,5,56.75,2.89,us-101
9,1118847878400,6.861,305.214,19.46,-1.55,13.0,5.9,1,5,55.95,2.88,us-101
9,1118847878500,6.876,307.147,19.35,-0.76,13.0,5.9,1,5,55.33,2.86,us-101
9,1118847878600,6.886,309.074,19.3,-0.14,13.0,5.9,1,5,54.89,2.84,us-101
9,1118847878700,6.902,311.001,19.29,0.07,13.0,5.9,1,5,54.59,2.83,us-101
9,1118847878800,6.917,312.931,19.3,0.03,13.0,5.9,1,5,54.47,2.82,us-101
9,1118847878900,6.933,314.861,19.3,0.0,13.0,5.9,1,5,54.38,2.82,us-101
9,1118847879000,6.949,316.791,19.3,0.0,13.0,5.9,1,5,54.27,2.81,us-101
9,1118847879100,6.965,318.72,19.31,0.18,13.0,5.9,1,5,54.16,2.8,us-101
9,1118847879200,6.981,320.652,19.33,0.16,13.0,5.9,1,5,54.05,2.8,us-101
9,1118847879300,6.997,322.594,19.26,-1.11,13.0,5.9,1,5,53.92,2.8,us-101
9,1118847879400,7.039,324.528,19.03,-3.3,13.0,5.9,1,5,53.8,2.83,us-101
9,1118847879500,7.03,326.422,18.68,-4.26,13.0,5.9,1,5,53.73,2.88,us-101
9,1118847879600,6.912,328.256,18.4,-2.05,13.0,5.9,1,5,53.71,2.92,us-101
9,1118847879700,6.755,330.06,18.4,2.04,13.0,5.9,1,5,53.72,2.92,us-101
9,1118847879800,6.637,331.892,18.7,4.49,13.0,5.9,1,5,53.71,2.87,us-101
9,1118847879900,6.628,333.789,19.06,3.49,13.0,5.9,1,5,53.63,2.81,us-101
9,1118847880000,6.67,335.738,19.2,-0.44,13.0,5.9,1,5,53.49,2.79,us-101
9,1118847880100,6.687,337.69,18.9,-5.44,13.0,5.9,1,5,53.32,2.82,us-101
9,1118847880200,6.73,339.582,18.17,-9.61,13.0,5.9,1,5,53.19,2.93,us-101
9,1118847880300,6.759,341.362,17.15,-11.2,13.0,5.9,1,5,53.19,3.1,us-101
9,1118847880400,6.743,343.01,16.15,-9.43,13.0,5.9,1,5,53.35,3.3,us-101
9,1118847880500,6.712,344.551,15.42,-5.26,13.0,5.9,1,5,53.63,3.48,us-101
9,1118847880600,6.708,346.041,15.06,-1.53,13.0,5.9,1,5,53.96,3.58,us-101
9,1118847880700,6.704,347.526,14.97,0.16,13.0,5.9,1,5,54.29,3.63,us-101
9,1118847880800,6.701,349.024,14.99,0.2,13.0,5.9,1,5,54.61,3.64,us-101
9,1118847880900,6.697,350.525,15.0,0.0,13.0,5.9,1,5,54.92,3.66,us-101
9,1118847881000,6.694,352.028,14.98,-0.37,13.0,5.9,1,5,55.24,3.69,us-101
9,1118847881100,6.69,353.521,14.96,-0.13,13.0,5.9,1,5,55.54,3.71,us-101
9,1118847881200,6.68,354.995,15.16,3.27,13.0,5.9,1,5,55.85,3.68,us-101
9,1118847881300,6.682,356.488,15.83,9.5,13.0,5.9,1,5,56.29,3.56,us-101
9,1118847881400,6.665,358.127,17.05,11.2,13.0,5.9,1,5,56.79,3.33,us-101
9,1118847881500,6.691,359.92,18.71,11.2,13.0,5.9,1,5,57.38,3.07,us-101
9,1118847881600,6.719,361.871,20.4,11.2,13.0,5.9,1,5,58.07,2.85,us-101
9,1118847881700,6.801,363.972,21.68,10.28,13.0,5.9,1,5,58.84,2.71,us-101
9,1118847881800,6.82,366.233,22.42,4.03,13.0,5.9,1,5,59.66,2.66,us-101
9,1118847881900,6.832,368.523,22.68,0.29,13.0,5.9,1,5,60.6,2.67,us-101
9,1118847882000,6.843,370.797,22.69,-0.3,13.0,5.9,1,5,61.54,2.71,us-101
9,1118847882100,6.854,373.062,22.67,0.0,13.0,5.9,1,5,62.47,2.76,us-101
9,1118847882200,6.866,375.329,22.67,0.0,13.0,5.9,1,5,63.41,2.8,us-101
9,1118847882300,6.877,377.595,22.67,0.0,13.0,5.9,1,5,64.34,2.84,us-101
9,1118847882400,6.889,379.862,22.67,0.0,13.0,5.9,1,5,65.27,2.88,us-101
9,1118847882500,6.9,382.129,22.67,0.0,13.0,5.9,1,5,66.2,2.92,us-101
9,1118847882600,6.911,384.396,22.67,0.0,13.0,5.9,1,5,67.14,2.96,us-101
9,1118847882700,6.922,386.672,22.58,-1.44,13.0,5.9,1,5,68.06,3.01,us-101
9,1118847882800,6.933,388.929,22.37,-2.71,13.0,5.9,1,5,69.0,3.08,us-101
9,1118847882900,6.945,391.146,22.22,-1.32,13.0,5.9,1,5,69.99,3.15,us-101
9,1118847883000,7.002,393.346,22.22,1.27,13.0,5.9,1,5,70.98,3.19,us-101
9,1118847883100,7.067,395.562,22.36,2.69,13.0,5.9,1,5,71.97,3.22,us-101
9,1118847883200,7.132,397.818,22.57,1.43,13.0,5.9,1,5,72.91,3.23,us-101
